a accidentIndex
b sexOfDriver
c ageOfDriver
d ageOfVehicle
e accidentSeverity
f speedLimit
g didPoliceOfficerAttendSceneOfAccident

a             b   c    d    e   f    g
2.015051500508E12 1.0 42.0 14.0 3.0 30.0 1.0
2.015051500509E12 1.0 40.0 10.0 3.0 40.0 1.0
2.015051500509E12 2.0 39.0 7.0 3.0 40.0 1.0
2.015051500509E12 2.0 39.0 7.0 3.0 40.0 1.0
2.015051500509E12 2.0 25.0 5.0 3.0 40.0 1.0
2.015051500509E12 1.0 47.0 1.0 3.0 40.0 1.0
2.015051500512E12 1.0 37.0 2.0 3.0 30.0 1.0
2.015051500512E12 1.0 30.0 11.0 3.0 30.0 1.0
2.015051500512E12 1.0 30.0 11.0 3.0 30.0 1.0
2.015051500512E12 1.0 30.0 11.0 3.0 30.0 1.0
2.015051500512E12 1.0 30.0 11.0 3.0 30.0 1.0
2.015051500512E12 1.0 32.0 -1.0 3.0 30.0 1.0
2.015051500514E12 2.0 54.0 11.0 2.0 40.0 1.0
2.015051500514E12 1.0 52.0 -1.0 2.0 40.0 1.0
2.015051500515E12 1.0 31.0 -1.0 3.0 30.0 1.0
2.015051500515E12 1.0 31.0 -1.0 3.0 30.0 1.0
2.015051500517E12 1.0 43.0 2.0 3.0 30.0 1.0
2.015051500517E12 2.0 20.0 10.0 3.0 30.0 1.0
2.015051500518E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500518E12 1.0 13.0 -1.0 3.0 30.0 2.0
2.015051500519E12 1.0 37.0 3.0 2.0 40.0 1.0
2.015051500519E12 1.0 74.0 10.0 2.0 40.0 1.0
2.015051500519E12 1.0 74.0 10.0 2.0 40.0 1.0
2.01505150052E12 2.0 25.0 -1.0 3.0 50.0 1.0
2.01505150052E12 2.0 24.0 1.0 3.0 50.0 1.0
2.015051500522E12 1.0 37.0 -1.0 3.0 30.0 1.0
2.015051500524E12 1.0 49.0 3.0 3.0 60.0 1.0
2.015051500524E12 1.0 46.0 -1.0 3.0 60.0 1.0
2.015051500524E12 1.0 46.0 -1.0 3.0 60.0 1.0
2.015051500525E12 1.0 20.0 6.0 2.0 30.0 1.0
2.015051500525E12 1.0 20.0 6.0 2.0 30.0 1.0
2.015051500525E12 1.0 35.0 -1.0 2.0 30.0 1.0
2.015051500526E12 1.0 22.0 7.0 3.0 30.0 1.0
2.015051500526E12 2.0 19.0 -1.0 3.0 30.0 1.0
2.015051500527E12 1.0 50.0 9.0 3.0 40.0 1.0
2.015051500527E12 1.0 59.0 10.0 3.0 40.0 1.0
2.015051500528E12 1.0 26.0 4.0 3.0 30.0 1.0
2.015051500528E12 1.0 37.0 2.0 3.0 30.0 1.0
2.015051500528E12 1.0 37.0 2.0 3.0 30.0 1.0
2.015051500528E12 1.0 74.0 6.0 3.0 30.0 1.0
2.015051500528E12 1.0 74.0 6.0 3.0 30.0 1.0
2.015051500529E12 2.0 43.0 4.0 3.0 30.0 1.0
2.015051500529E12 1.0 49.0 11.0 3.0 30.0 1.0
2.01505150053E12 2.0 26.0 4.0 3.0 30.0 2.0
2.01505150053E12 1.0 43.0 -1.0 3.0 30.0 2.0
2.015051500531E12 2.0 93.0 -1.0 2.0 30.0 1.0
2.015051500531E12 2.0 30.0 7.0 2.0 30.0 1.0
2.015051500532E12 1.0 26.0 5.0 3.0 30.0 1.0
2.015051500532E12 1.0 62.0 4.0 3.0 30.0 1.0
2.015051500533E12 2.0 51.0 -1.0 3.0 30.0 1.0
2.015051500533E12 1.0 55.0 10.0 3.0 30.0 1.0
2.015051500534E12 2.0 28.0 6.0 3.0 30.0 1.0
2.015051500534E12 1.0 59.0 -1.0 3.0 30.0 1.0
2.015051500534E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500535E12 1.0 54.0 1.0 3.0 30.0 1.0
2.015051500535E12 2.0 35.0 -1.0 3.0 30.0 1.0
2.015051500537E12 1.0 50.0 19.0 3.0 70.0 1.0
2.015051500539E12 2.0 64.0 1.0 3.0 40.0 1.0
2.015051500539E12 1.0 19.0 2.0 3.0 40.0 1.0
2.01505150054E12 1.0 29.0 -1.0 2.0 30.0 1.0
2.01505150054E12 1.0 69.0 1.0 2.0 30.0 1.0
2.015051500541E12 1.0 44.0 20.0 2.0 30.0 1.0
2.015051500542E12 2.0 35.0 5.0 3.0 40.0 1.0
2.015051500542E12 2.0 52.0 -1.0 3.0 40.0 1.0
2.015051500543E12 1.0 84.0 9.0 2.0 30.0 1.0
2.015051500544E12 2.0 27.0 10.0 3.0 30.0 2.0
2.015051500544E12 2.0 50.0 5.0 3.0 30.0 2.0
2.015051500546E12 1.0 81.0 2.0 3.0 40.0 1.0
2.015051500546E12 2.0 48.0 4.0 3.0 40.0 1.0
2.015051500546E12 2.0 48.0 4.0 3.0 40.0 1.0
2.015051500547E12 1.0 19.0 9.0 3.0 30.0 1.0
2.015051500547E12 1.0 71.0 -1.0 3.0 30.0 1.0
2.015051500548E12 2.0 37.0 -1.0 3.0 30.0 1.0
2.015051500548E12 1.0 42.0 -1.0 3.0 30.0 1.0
2.015051500549E12 1.0 46.0 -1.0 3.0 60.0 1.0
2.01505150055E12 1.0 28.0 19.0 3.0 30.0 1.0
2.01505150055E12 3.0 -1.0 7.0 3.0 30.0 1.0
2.01505150055E12 3.0 -1.0 11.0 3.0 30.0 1.0
2.015051500551E12 2.0 70.0 -1.0 3.0 30.0 1.0
2.015051500552E12 1.0 23.0 18.0 3.0 30.0 1.0
2.015051500552E12 1.0 67.0 15.0 3.0 30.0 1.0
2.015051500554E12 2.0 24.0 12.0 3.0 30.0 2.0
2.015051500554E12 2.0 30.0 11.0 3.0 30.0 2.0
2.015051500555E12 1.0 28.0 1.0 3.0 30.0 1.0
2.015051500555E12 1.0 28.0 1.0 3.0 30.0 1.0
2.015051500556E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500556E12 1.0 45.0 1.0 3.0 30.0 2.0
2.015051500556E12 1.0 33.0 2.0 3.0 30.0 2.0
2.015051500557E12 2.0 47.0 11.0 2.0 30.0 1.0
2.01505150056E12 1.0 39.0 15.0 2.0 30.0 1.0
2.015051500561E12 1.0 48.0 2.0 3.0 40.0 1.0
2.015051500561E12 1.0 58.0 -1.0 3.0 40.0 1.0
2.015051500562E12 2.0 28.0 2.0 2.0 30.0 2.0
2.015051500563E12 1.0 58.0 10.0 3.0 30.0 1.0
2.015051500565E12 3.0 -1.0 2.0 3.0 30.0 2.0
2.015051500565E12 2.0 32.0 1.0 3.0 30.0 2.0
2.015051500565E12 3.0 -1.0 8.0 3.0 30.0 2.0
2.015051500566E12 1.0 50.0 12.0 3.0 30.0 1.0
2.015051500566E12 2.0 43.0 5.0 3.0 30.0 1.0
2.015051500567E12 1.0 53.0 3.0 3.0 40.0 2.0
2.015051500567E12 1.0 21.0 10.0 3.0 40.0 2.0
2.015051500568E12 1.0 20.0 -1.0 3.0 30.0 1.0
2.015051500568E12 1.0 57.0 -1.0 3.0 30.0 1.0
2.015051500569E12 2.0 52.0 7.0 3.0 30.0 1.0
2.01505150057E12 1.0 67.0 3.0 3.0 30.0 1.0
2.01505150057E12 2.0 46.0 4.0 3.0 30.0 1.0
2.015051500571E12 1.0 75.0 -1.0 3.0 30.0 1.0
2.015051500571E12 1.0 54.0 1.0 3.0 30.0 1.0
2.015051500572E12 2.0 20.0 6.0 3.0 30.0 1.0
2.015051500572E12 2.0 28.0 7.0 3.0 30.0 1.0
2.015051500572E12 2.0 28.0 7.0 3.0 30.0 1.0
2.015051500573E12 1.0 77.0 3.0 3.0 30.0 1.0
2.015051500573E12 2.0 31.0 1.0 3.0 30.0 1.0
2.015051500574E12 2.0 58.0 2.0 3.0 30.0 1.0
2.015051500574E12 2.0 23.0 3.0 3.0 30.0 1.0
2.015051500575E12 1.0 26.0 10.0 3.0 30.0 1.0
2.015051500575E12 2.0 54.0 -1.0 3.0 30.0 1.0
2.015051500576E12 2.0 18.0 -1.0 2.0 30.0 1.0
2.015051500576E12 2.0 43.0 8.0 2.0 30.0 1.0
2.015051500577E12 1.0 50.0 2.0 3.0 40.0 1.0
2.015051500577E12 2.0 29.0 5.0 3.0 40.0 1.0
2.015051500577E12 2.0 29.0 5.0 3.0 40.0 1.0
2.015051500577E12 2.0 29.0 5.0 3.0 40.0 1.0
2.015051500577E12 2.0 29.0 5.0 3.0 40.0 1.0
2.015051500577E12 1.0 21.0 2.0 3.0 40.0 1.0
2.015051500577E12 2.0 25.0 5.0 3.0 40.0 1.0
2.015051500578E12 1.0 41.0 13.0 3.0 30.0 1.0
2.015051500578E12 1.0 50.0 6.0 3.0 30.0 1.0
2.01505150058E12 2.0 50.0 -1.0 3.0 30.0 1.0
2.01505150058E12 2.0 50.0 -1.0 3.0 30.0 1.0
2.015051500581E12 1.0 50.0 6.0 3.0 30.0 1.0
2.015051500581E12 1.0 50.0 6.0 3.0 30.0 1.0
2.015051500583E12 1.0 34.0 1.0 3.0 30.0 1.0
2.015051500583E12 1.0 45.0 1.0 3.0 30.0 1.0
2.015051500584E12 1.0 19.0 1.0 3.0 30.0 1.0
2.015051500584E12 1.0 19.0 1.0 3.0 30.0 1.0
2.015051500584E12 1.0 19.0 1.0 3.0 30.0 1.0
2.015051500584E12 1.0 40.0 9.0 3.0 30.0 1.0
2.015051500585E12 2.0 37.0 7.0 3.0 30.0 1.0
2.015051500585E12 1.0 74.0 8.0 3.0 30.0 1.0
2.015051500587E12 2.0 39.0 8.0 3.0 30.0 1.0
2.015051500588E12 2.0 30.0 12.0 3.0 20.0 2.0
2.015051500588E12 1.0 36.0 4.0 3.0 20.0 2.0
2.015051500588E12 1.0 36.0 4.0 3.0 20.0 2.0
2.01505150059E12 1.0 32.0 6.0 3.0 30.0 1.0
2.01505150059E12 1.0 38.0 -1.0 3.0 30.0 1.0
2.015051500591E12 1.0 34.0 -1.0 3.0 30.0 1.0
2.015051500592E12 1.0 61.0 3.0 3.0 30.0 1.0
2.015051500593E12 1.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500594E12 2.0 52.0 7.0 3.0 30.0 1.0
2.015051500594E12 1.0 36.0 -1.0 3.0 30.0 1.0
2.015051500595E12 1.0 37.0 2.0 2.0 30.0 1.0
2.015051500595E12 1.0 19.0 1.0 2.0 30.0 1.0
2.015051500597E12 1.0 25.0 9.0 3.0 30.0 1.0
2.015051500598E12 1.0 18.0 -1.0 1.0 30.0 1.0
2.015051500598E12 1.0 18.0 -1.0 1.0 30.0 1.0
2.015051500598E12 1.0 24.0 2.0 1.0 30.0 1.0
2.015051500598E12 1.0 24.0 2.0 1.0 30.0 1.0
2.015051500603E12 2.0 32.0 1.0 3.0 50.0 1.0
2.015051500603E12 2.0 32.0 1.0 3.0 50.0 1.0
2.015051500603E12 1.0 52.0 2.0 3.0 50.0 1.0
2.015051500604E12 1.0 46.0 -1.0 3.0 30.0 1.0
2.015051500604E12 1.0 28.0 5.0 3.0 30.0 1.0
2.015051500605E12 1.0 46.0 1.0 2.0 70.0 1.0
2.015051500605E12 3.0 -1.0 1.0 2.0 70.0 1.0
2.015051500605E12 1.0 32.0 6.0 2.0 70.0 1.0
2.015051500607E12 1.0 20.0 -1.0 3.0 70.0 1.0
2.015051500607E12 1.0 68.0 10.0 3.0 70.0 1.0
2.015051500608E12 1.0 31.0 2.0 3.0 30.0 1.0
2.015051500608E12 1.0 65.0 1.0 3.0 30.0 1.0
2.01505150061E12 1.0 47.0 14.0 2.0 30.0 1.0
2.015051500611E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500611E12 2.0 42.0 -1.0 3.0 30.0 2.0
2.015051500612E12 2.0 56.0 -1.0 3.0 30.0 1.0
2.015051500612E12 1.0 37.0 2.0 3.0 30.0 1.0
2.015051500613E12 1.0 70.0 1.0 3.0 30.0 1.0
2.015051500615E12 1.0 25.0 25.0 2.0 30.0 1.0
2.015051500615E12 1.0 27.0 5.0 2.0 30.0 1.0
2.015051500616E12 1.0 24.0 13.0 3.0 30.0 1.0
2.015051500616E12 2.0 60.0 5.0 3.0 30.0 1.0
2.015051500618E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500618E12 1.0 21.0 -1.0 3.0 30.0 2.0
2.015051500619E12 1.0 36.0 6.0 3.0 30.0 2.0
2.015051500621E12 2.0 35.0 1.0 3.0 30.0 1.0
2.015051500621E12 2.0 49.0 11.0 3.0 30.0 1.0
2.015051500622E12 1.0 56.0 1.0 3.0 30.0 2.0
2.015051500624E12 1.0 68.0 5.0 3.0 30.0 1.0
2.015051500625E12 1.0 56.0 12.0 2.0 30.0 1.0
2.015051500626E12 1.0 78.0 8.0 3.0 30.0 1.0
2.015051500627E12 1.0 45.0 9.0 3.0 30.0 1.0
2.015051500627E12 1.0 39.0 8.0 3.0 30.0 1.0
2.015051500627E12 2.0 56.0 5.0 3.0 30.0 1.0
2.015051500627E12 2.0 40.0 1.0 3.0 30.0 1.0
2.015051500629E12 1.0 37.0 12.0 3.0 30.0 2.0
2.015051500629E12 1.0 25.0 -1.0 3.0 30.0 2.0
2.01505150063E12 1.0 21.0 1.0 3.0 30.0 1.0
2.01505150063E12 3.0 -1.0 10.0 3.0 30.0 1.0
2.015051500631E12 2.0 81.0 1.0 3.0 30.0 1.0
2.015051500632E12 1.0 67.0 13.0 3.0 30.0 1.0
2.015051500632E12 1.0 63.0 -1.0 3.0 30.0 1.0
2.015051500633E12 1.0 19.0 1.0 3.0 30.0 1.0
2.015051500633E12 2.0 49.0 8.0 3.0 30.0 1.0
2.015051500633E12 2.0 24.0 5.0 3.0 30.0 1.0
2.015051500634E12 1.0 65.0 8.0 3.0 40.0 1.0
2.015051500634E12 1.0 37.0 10.0 3.0 40.0 1.0
2.015051500636E12 1.0 56.0 8.0 2.0 30.0 1.0
2.015051500639E12 1.0 35.0 10.0 3.0 30.0 2.0
2.015051500641E12 1.0 31.0 13.0 3.0 30.0 1.0
2.015051500641E12 1.0 35.0 2.0 3.0 30.0 1.0
2.015051500642E12 2.0 40.0 11.0 3.0 30.0 1.0
2.015051500642E12 1.0 34.0 1.0 3.0 30.0 1.0
2.015051500642E12 1.0 68.0 -1.0 3.0 30.0 1.0
2.015051500643E12 2.0 38.0 11.0 3.0 30.0 1.0
2.015051500643E12 2.0 55.0 2.0 3.0 30.0 1.0
2.015051500644E12 2.0 78.0 -1.0 3.0 30.0 1.0
2.015051500644E12 1.0 55.0 1.0 3.0 30.0 1.0
2.015051500645E12 1.0 62.0 9.0 3.0 20.0 2.0
2.015051500646E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500647E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500648E12 1.0 18.0 -1.0 2.0 30.0 1.0
2.015051500648E12 3.0 -1.0 -1.0 2.0 30.0 1.0
2.015051500649E12 1.0 56.0 12.0 3.0 30.0 2.0
2.01505150065E12 2.0 24.0 14.0 3.0 30.0 2.0
2.01505150065E12 1.0 49.0 -1.0 3.0 30.0 2.0
2.015051500651E12 1.0 17.0 -1.0 3.0 30.0 1.0
2.015051500652E12 1.0 22.0 5.0 3.0 30.0 1.0
2.015051500652E12 1.0 52.0 7.0 3.0 30.0 1.0
2.015051500653E12 1.0 50.0 4.0 3.0 30.0 1.0
2.015051500653E12 2.0 26.0 6.0 3.0 30.0 1.0
2.015051500655E12 1.0 45.0 9.0 3.0 30.0 1.0
2.015051500655E12 1.0 19.0 5.0 3.0 30.0 1.0
2.015051500656E12 1.0 18.0 -1.0 3.0 30.0 1.0
2.015051500656E12 2.0 19.0 9.0 3.0 30.0 1.0
2.015051500659E12 2.0 18.0 -1.0 3.0 30.0 1.0
2.015051500659E12 1.0 51.0 6.0 3.0 30.0 1.0
2.015051500659E12 3.0 -1.0 6.0 3.0 30.0 1.0
2.01505150066E12 3.0 -1.0 -1.0 2.0 30.0 2.0
2.015051500661E12 2.0 47.0 9.0 2.0 30.0 1.0
2.015051500661E12 1.0 59.0 -1.0 2.0 30.0 1.0
2.015051500662E12 1.0 50.0 12.0 3.0 30.0 1.0
2.015051500662E12 2.0 37.0 6.0 3.0 30.0 1.0
2.015051500662E12 1.0 50.0 6.0 3.0 30.0 1.0
2.015051500663E12 2.0 47.0 2.0 3.0 30.0 1.0
2.015051500663E12 1.0 56.0 15.0 3.0 30.0 1.0
2.015051500664E12 1.0 28.0 3.0 3.0 30.0 1.0
2.015051500664E12 2.0 62.0 8.0 3.0 30.0 1.0
2.015051500664E12 2.0 41.0 10.0 3.0 30.0 1.0
2.015051500664E12 2.0 41.0 10.0 3.0 30.0 1.0
2.015051500665E12 1.0 45.0 14.0 3.0 30.0 2.0
2.015051500666E12 1.0 51.0 7.0 2.0 70.0 1.0
2.015051500666E12 1.0 48.0 15.0 2.0 70.0 1.0
2.015051500666E12 1.0 34.0 1.0 2.0 70.0 1.0
2.015051500667E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500668E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500669E12 1.0 26.0 14.0 3.0 50.0 1.0
2.015051500669E12 1.0 46.0 1.0 3.0 50.0 1.0
2.01505150067E12 1.0 38.0 3.0 3.0 30.0 1.0
2.01505150067E12 1.0 70.0 14.0 3.0 30.0 1.0
2.015051500675E12 1.0 19.0 20.0 2.0 30.0 1.0
2.015051500675E12 1.0 19.0 7.0 2.0 30.0 1.0
2.015051500676E12 2.0 42.0 14.0 3.0 40.0 1.0
2.015051500676E12 1.0 46.0 1.0 3.0 40.0 1.0
2.01505150068E12 2.0 42.0 10.0 3.0 20.0 2.0
2.015051500681E12 1.0 28.0 26.0 2.0 30.0 1.0
2.015051500684E12 1.0 45.0 11.0 3.0 30.0 1.0
2.015051500684E12 2.0 26.0 -1.0 3.0 30.0 1.0
2.015051500686E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500687E12 2.0 47.0 1.0 3.0 30.0 1.0
2.015051500687E12 1.0 25.0 2.0 3.0 30.0 1.0
2.015051500687E12 1.0 25.0 2.0 3.0 30.0 1.0
2.015051500689E12 2.0 35.0 5.0 3.0 30.0 2.0
2.01505150069E12 2.0 36.0 10.0 2.0 30.0 1.0
2.015051500691E12 2.0 22.0 2.0 3.0 30.0 1.0
2.015051500691E12 1.0 47.0 2.0 3.0 30.0 1.0
2.015051500693E12 1.0 53.0 7.0 3.0 70.0 1.0
2.015051500693E12 2.0 23.0 11.0 3.0 70.0 1.0
2.015051500693E12 2.0 23.0 11.0 3.0 70.0 1.0
2.015051500694E12 2.0 38.0 2.0 3.0 30.0 1.0
2.015051500694E12 1.0 64.0 15.0 3.0 30.0 1.0
2.015051500694E12 2.0 26.0 12.0 3.0 30.0 1.0
2.015051500695E12 3.0 -1.0 9.0 3.0 30.0 1.0
2.015051500695E12 1.0 41.0 15.0 3.0 30.0 1.0
2.015051500696E12 1.0 37.0 10.0 3.0 30.0 1.0
2.015051500697E12 1.0 45.0 5.0 3.0 30.0 1.0
2.015051500697E12 1.0 45.0 -1.0 3.0 30.0 1.0
2.015051500699E12 2.0 62.0 5.0 3.0 30.0 1.0
2.0150515007E12 1.0 38.0 -1.0 3.0 30.0 2.0
2.0150515007E12 1.0 43.0 -1.0 3.0 30.0 2.0
2.015051500702E12 1.0 29.0 1.0 3.0 30.0 1.0
2.015051500702E12 2.0 54.0 3.0 3.0 30.0 1.0
2.015051500702E12 2.0 54.0 3.0 3.0 30.0 1.0
2.015051500702E12 2.0 54.0 3.0 3.0 30.0 1.0
2.015051500703E12 1.0 30.0 6.0 3.0 30.0 1.0
2.015051500703E12 1.0 9.0 -1.0 3.0 30.0 1.0
2.015051500704E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500705E12 1.0 36.0 10.0 2.0 30.0 1.0
2.015051500706E12 1.0 59.0 -1.0 3.0 60.0 1.0
2.015051500707E12 1.0 33.0 4.0 3.0 30.0 1.0
2.015051500707E12 2.0 28.0 2.0 3.0 30.0 1.0
2.015051500707E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500707E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500707E12 1.0 54.0 8.0 3.0 30.0 1.0
2.015051500708E12 2.0 47.0 3.0 3.0 40.0 1.0
2.015051500708E12 1.0 24.0 -1.0 3.0 40.0 1.0
2.015051500711E12 2.0 43.0 3.0 3.0 30.0 1.0
2.015051500711E12 2.0 41.0 13.0 3.0 30.0 1.0
2.015051500711E12 2.0 32.0 1.0 3.0 30.0 1.0
2.015051500712E12 2.0 21.0 1.0 3.0 20.0 1.0
2.015051500712E12 2.0 49.0 3.0 3.0 20.0 1.0
2.015051500713E12 1.0 41.0 -1.0 2.0 30.0 1.0
2.015051500713E12 1.0 49.0 5.0 2.0 30.0 1.0
2.015051500714E12 1.0 22.0 3.0 3.0 30.0 1.0
2.015051500714E12 1.0 38.0 6.0 3.0 30.0 1.0
2.015051500715E12 1.0 42.0 2.0 3.0 30.0 1.0
2.015051500715E12 1.0 31.0 1.0 3.0 30.0 1.0
2.015051500715E12 1.0 31.0 1.0 3.0 30.0 1.0
2.015051500715E12 1.0 35.0 4.0 3.0 30.0 1.0
2.015051500719E12 2.0 58.0 8.0 3.0 30.0 2.0
2.015051500719E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.01505150072E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.01505150072E12 2.0 21.0 11.0 3.0 30.0 2.0
2.015051500723E12 1.0 40.0 16.0 3.0 30.0 1.0
2.015051500723E12 1.0 50.0 9.0 3.0 30.0 1.0
2.015051500724E12 1.0 18.0 2.0 2.0 30.0 1.0
2.015051500724E12 1.0 18.0 2.0 2.0 30.0 1.0
2.015051500724E12 2.0 52.0 7.0 2.0 30.0 1.0
2.015051500725E12 1.0 35.0 9.0 3.0 30.0 1.0
2.015051500725E12 1.0 35.0 9.0 3.0 30.0 1.0
2.015051500726E12 1.0 30.0 8.0 3.0 30.0 1.0
2.015051500727E12 2.0 62.0 -1.0 3.0 30.0 1.0
2.015051500727E12 2.0 62.0 -1.0 3.0 30.0 1.0
2.015051500727E12 2.0 62.0 -1.0 3.0 30.0 1.0
2.015051500727E12 2.0 62.0 -1.0 3.0 30.0 1.0
2.015051500727E12 1.0 62.0 4.0 3.0 30.0 1.0
2.015051500728E12 1.0 91.0 9.0 3.0 30.0 1.0
2.015051500728E12 1.0 49.0 15.0 3.0 30.0 1.0
2.01505150073E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.01505150073E12 2.0 39.0 7.0 3.0 30.0 2.0
2.01505150073E12 2.0 39.0 7.0 3.0 30.0 2.0
2.01505150073E12 2.0 39.0 7.0 3.0 30.0 2.0
2.015051500731E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500732E12 1.0 24.0 13.0 3.0 40.0 1.0
2.015051500732E12 1.0 77.0 3.0 3.0 40.0 1.0
2.015051500733E12 1.0 34.0 7.0 3.0 30.0 2.0
2.015051500734E12 1.0 19.0 8.0 3.0 30.0 1.0
2.015051500734E12 1.0 21.0 2.0 3.0 30.0 1.0
2.015051500735E12 3.0 -1.0 -1.0 3.0 70.0 1.0
2.015051500735E12 1.0 25.0 1.0 3.0 70.0 1.0
2.015051500735E12 1.0 25.0 1.0 3.0 70.0 1.0
2.015051500736E12 1.0 54.0 1.0 3.0 30.0 1.0
2.015051500736E12 1.0 25.0 -1.0 3.0 30.0 1.0
2.015051500737E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500737E12 1.0 25.0 -1.0 3.0 30.0 1.0
2.015051500738E12 1.0 50.0 -1.0 3.0 30.0 1.0
2.015051500739E12 1.0 30.0 8.0 3.0 40.0 1.0
2.015051500739E12 1.0 56.0 5.0 3.0 40.0 1.0
2.01505150074E12 2.0 52.0 2.0 3.0 30.0 1.0
2.01505150074E12 1.0 22.0 3.0 3.0 30.0 1.0
2.015051500741E12 1.0 23.0 10.0 3.0 30.0 1.0
2.015051500741E12 1.0 61.0 3.0 3.0 30.0 1.0
2.015051500742E12 2.0 46.0 9.0 3.0 30.0 1.0
2.015051500743E12 1.0 65.0 3.0 2.0 50.0 1.0
2.015051500743E12 1.0 39.0 4.0 2.0 50.0 1.0
2.015051500743E12 1.0 27.0 2.0 2.0 50.0 1.0
2.015051500744E12 2.0 50.0 12.0 3.0 30.0 1.0
2.015051500745E12 1.0 43.0 8.0 2.0 30.0 1.0
2.015051500745E12 1.0 47.0 -1.0 2.0 30.0 1.0
2.015051500746E12 1.0 54.0 12.0 2.0 30.0 1.0
2.015051500748E12 2.0 40.0 2.0 3.0 30.0 1.0
2.015051500748E12 1.0 27.0 -1.0 3.0 30.0 1.0
2.015051500749E12 1.0 36.0 -1.0 3.0 40.0 1.0
2.015051500749E12 1.0 21.0 6.0 3.0 40.0 1.0
2.015051500749E12 1.0 21.0 6.0 3.0 40.0 1.0
2.01505150075E12 1.0 32.0 8.0 2.0 30.0 1.0
2.015051500751E12 2.0 41.0 1.0 3.0 30.0 1.0
2.015051500751E12 2.0 41.0 1.0 3.0 30.0 1.0
2.015051500751E12 2.0 41.0 1.0 3.0 30.0 1.0
2.015051500751E12 2.0 22.0 4.0 3.0 30.0 1.0
2.015051500751E12 2.0 44.0 2.0 3.0 30.0 1.0
2.015051500752E12 2.0 35.0 -1.0 3.0 30.0 1.0
2.015051500752E12 1.0 32.0 10.0 3.0 30.0 1.0
2.015051500753E12 1.0 46.0 9.0 3.0 30.0 1.0
2.015051500753E12 2.0 31.0 12.0 3.0 30.0 1.0
2.015051500754E12 2.0 35.0 13.0 3.0 30.0 1.0
2.015051500755E12 2.0 60.0 2.0 3.0 30.0 1.0
2.015051500757E12 1.0 23.0 1.0 2.0 40.0 1.0
2.015051500757E12 1.0 35.0 7.0 2.0 40.0 1.0
2.015051500758E12 2.0 17.0 5.0 3.0 30.0 1.0
2.015051500758E12 1.0 47.0 9.0 3.0 30.0 1.0
2.01505150076E12 2.0 49.0 13.0 3.0 30.0 2.0
2.01505150076E12 1.0 76.0 2.0 3.0 30.0 2.0
2.015051500761E12 2.0 67.0 4.0 3.0 30.0 1.0
2.015051500763E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500763E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500764E12 1.0 21.0 12.0 2.0 30.0 1.0
2.015051500765E12 2.0 61.0 12.0 1.0 30.0 1.0
2.015051500766E12 1.0 52.0 6.0 2.0 40.0 1.0
2.015051500767E12 1.0 47.0 -1.0 3.0 30.0 1.0
2.015051500767E12 1.0 62.0 2.0 3.0 30.0 1.0
2.015051500768E12 1.0 21.0 2.0 2.0 40.0 1.0
2.015051500768E12 2.0 50.0 6.0 2.0 40.0 1.0
2.015051500769E12 1.0 60.0 -1.0 3.0 30.0 1.0
2.015051500769E12 1.0 35.0 8.0 3.0 30.0 1.0
2.01505150077E12 1.0 51.0 3.0 3.0 30.0 1.0
2.01505150077E12 1.0 29.0 9.0 3.0 30.0 1.0
2.015051500771E12 3.0 -1.0 3.0 3.0 70.0 1.0
2.015051500771E12 1.0 21.0 10.0 3.0 70.0 1.0
2.015051500772E12 2.0 30.0 2.0 3.0 30.0 1.0
2.015051500775E12 1.0 36.0 3.0 3.0 30.0 1.0
2.015051500775E12 1.0 77.0 18.0 3.0 30.0 1.0
2.015051500776E12 1.0 57.0 13.0 3.0 30.0 1.0
2.015051500776E12 1.0 48.0 4.0 3.0 30.0 1.0
2.015051500777E12 2.0 35.0 12.0 3.0 30.0 1.0
2.015051500777E12 2.0 35.0 12.0 3.0 30.0 1.0
2.015051500777E12 2.0 58.0 1.0 3.0 30.0 1.0
2.015051500778E12 1.0 45.0 9.0 3.0 30.0 1.0
2.015051500778E12 2.0 45.0 9.0 3.0 30.0 1.0
