a accidentIndex
b sexOfDriver
c ageOfDriver
d ageOfVehicle
e accidentSeverity
f speedLimit
g didPoliceOfficerAttendSceneOfAccident

a             b   c    d    e   f    g
201506F098286 1.0 63.0 8.0 3.0 50.0 1.0
201506F098387 1.0 27.0 7.0 3.0 30.0 1.0
201506F098387 2.0 44.0 2.0 3.0 30.0 1.0
201506F098421 1.0 44.0 -1.0 3.0 30.0 1.0
201506F098461 1.0 52.0 8.0 3.0 30.0 1.0
201506F098461 2.0 37.0 6.0 3.0 30.0 1.0
201506F098648 2.0 34.0 8.0 3.0 30.0 1.0
201506F098702 1.0 18.0 -1.0 3.0 30.0 1.0
201506F098702 1.0 21.0 6.0 3.0 30.0 1.0
201506F098702 3.0 -1.0 15.0 3.0 30.0 1.0
201506F098702 3.0 -1.0 1.0 3.0 30.0 1.0
201506F098769 1.0 28.0 8.0 3.0 30.0 1.0
201506F098769 1.0 54.0 7.0 3.0 30.0 1.0
201506F098846 2.0 32.0 3.0 3.0 30.0 1.0
201506F098993 1.0 60.0 1.0 2.0 50.0 1.0
201506F099064 1.0 30.0 -1.0 3.0 30.0 1.0
201506F099064 1.0 39.0 1.0 3.0 30.0 1.0
201506F099082 1.0 37.0 -1.0 3.0 30.0 1.0
201506F099082 1.0 35.0 6.0 3.0 30.0 1.0
201506F099082 1.0 35.0 6.0 3.0 30.0 1.0
201506F099308 1.0 34.0 2.0 3.0 30.0 1.0
201506F099308 2.0 47.0 -1.0 3.0 30.0 1.0
201506F099308 3.0 -1.0 -1.0 3.0 30.0 1.0
201506F099350 1.0 30.0 3.0 3.0 30.0 2.0
201506F099350 2.0 39.0 -1.0 3.0 30.0 2.0
201506F099350 2.0 39.0 -1.0 3.0 30.0 2.0
201506F099350 3.0 -1.0 -1.0 3.0 30.0 2.0
201506F099440 1.0 30.0 -1.0 2.0 30.0 2.0
201506F099673 1.0 32.0 13.0 3.0 30.0 1.0
201506F099689 2.0 34.0 3.0 3.0 30.0 1.0
201506F099689 1.0 30.0 14.0 3.0 30.0 1.0
201506F099764 2.0 73.0 16.0 3.0 30.0 1.0
201506F099764 1.0 46.0 -1.0 3.0 30.0 1.0
201506F099764 3.0 30.0 -1.0 3.0 30.0 1.0
201506F099826 3.0 -1.0 -1.0 3.0 30.0 1.0
201506F099826 1.0 26.0 -1.0 3.0 30.0 1.0
201506F099827 3.0 -1.0 9.0 3.0 50.0 1.0
201506F099827 3.0 -1.0 9.0 3.0 50.0 1.0
201506F099830 1.0 29.0 11.0 3.0 30.0 1.0
201506F099830 1.0 25.0 16.0 3.0 30.0 1.0
201506F099856 1.0 24.0 -1.0 3.0 30.0 1.0
201506F099856 1.0 33.0 -1.0 3.0 30.0 1.0
201506F099941 1.0 22.0 12.0 2.0 30.0 1.0
201506F099961 2.0 18.0 16.0 1.0 30.0 1.0
201506FA00346 1.0 25.0 5.0 3.0 30.0 2.0
201506FA01189 1.0 25.0 2.0 3.0 30.0 1.0
201506FA01189 1.0 25.0 2.0 3.0 30.0 1.0
201506FA01189 1.0 25.0 2.0 3.0 30.0 1.0
201506FA01189 1.0 25.0 2.0 3.0 30.0 1.0
201506FA01189 1.0 36.0 8.0 3.0 30.0 1.0
201506FA01189 1.0 36.0 8.0 3.0 30.0 1.0
201506FA01189 1.0 36.0 8.0 3.0 30.0 1.0
201506FA02564 2.0 41.0 12.0 3.0 30.0 1.0
201506FA05643 1.0 40.0 13.0 2.0 30.0 1.0
201506FA05643 1.0 40.0 13.0 2.0 30.0 1.0
201506FA05643 1.0 43.0 -1.0 2.0 30.0 1.0
201506G000124 3.0 -1.0 -1.0 3.0 30.0 1.0
201506G000124 1.0 43.0 -1.0 3.0 30.0 1.0
201506G000154 1.0 69.0 5.0 3.0 20.0 1.0
201506G000284 1.0 30.0 13.0 3.0 30.0 2.0
201506G000284 1.0 70.0 2.0 3.0 30.0 2.0
201506G000439 2.0 65.0 13.0 3.0 30.0 1.0
201506G000439 1.0 51.0 9.0 3.0 30.0 1.0
201506G000439 1.0 52.0 11.0 3.0 30.0 1.0
201506G000530 1.0 69.0 7.0 3.0 30.0 1.0
201506G000530 1.0 22.0 1.0 3.0 30.0 1.0
201506G000582 2.0 28.0 6.0 3.0 30.0 1.0
201506G000582 2.0 58.0 1.0 3.0 30.0 1.0
201506G000594 1.0 26.0 8.0 3.0 40.0 2.0
201506G000594 1.0 39.0 7.0 3.0 40.0 2.0
201506G000594 1.0 42.0 2.0 3.0 40.0 2.0
201506G000702 3.0 -1.0 -1.0 3.0 30.0 1.0
201506G000702 2.0 40.0 3.0 3.0 30.0 1.0
201506G000764 1.0 30.0 15.0 3.0 40.0 1.0
201506G000764 1.0 28.0 1.0 3.0 40.0 1.0
201506G000843 1.0 30.0 13.0 3.0 30.0 2.0
201506G000843 1.0 19.0 -1.0 3.0 30.0 2.0
201506G000858 1.0 28.0 -1.0 2.0 30.0 1.0
201506G000958 2.0 65.0 10.0 2.0 30.0 1.0
201506G001050 1.0 20.0 7.0 3.0 30.0 1.0
201506G001183 1.0 46.0 -1.0 2.0 30.0 1.0
201506G001183 3.0 -1.0 -1.0 2.0 30.0 1.0
201506G001229 1.0 22.0 11.0 3.0 30.0 1.0
201506G001229 1.0 55.0 6.0 3.0 30.0 1.0
201506G001257 1.0 24.0 10.0 3.0 30.0 1.0
201506G001257 2.0 47.0 11.0 3.0 30.0 1.0
201506G001268 1.0 39.0 9.0 2.0 30.0 1.0
201506G001268 1.0 18.0 -1.0 2.0 30.0 1.0
201506G001274 1.0 30.0 -1.0 3.0 30.0 2.0
201506G001284 2.0 30.0 3.0 3.0 30.0 2.0
201506G001284 2.0 23.0 -1.0 3.0 30.0 2.0
201506G001286 2.0 29.0 8.0 3.0 30.0 1.0
201506G001286 1.0 25.0 5.0 3.0 30.0 1.0
201506G001293 1.0 52.0 3.0 3.0 30.0 1.0
201506G001482 2.0 53.0 2.0 3.0 30.0 1.0
201506G001492 3.0 -1.0 1.0 3.0 20.0 1.0
201506G001492 1.0 33.0 3.0 3.0 20.0 1.0
201506G001492 3.0 -1.0 4.0 3.0 20.0 1.0
201506G001615 1.0 29.0 -1.0 3.0 30.0 1.0
201506G001615 1.0 46.0 -1.0 3.0 30.0 1.0
201506G001780 1.0 71.0 19.0 3.0 30.0 1.0
201506G001780 1.0 71.0 19.0 3.0 30.0 1.0
201506G001780 1.0 64.0 17.0 3.0 30.0 1.0
201506G001859 2.0 26.0 5.0 3.0 30.0 1.0
201506G001859 2.0 47.0 2.0 3.0 30.0 1.0
201506G001859 2.0 47.0 2.0 3.0 30.0 1.0
201506G001859 1.0 41.0 13.0 3.0 30.0 1.0
201506G001933 1.0 67.0 6.0 3.0 30.0 1.0
201506G001933 1.0 42.0 -1.0 3.0 30.0 1.0
201506G001933 1.0 42.0 -1.0 3.0 30.0 1.0
201506G001933 1.0 42.0 -1.0 3.0 30.0 1.0
201506G001942 1.0 30.0 7.0 3.0 20.0 2.0
201506G002114 1.0 18.0 13.0 2.0 30.0 1.0
201506G002114 1.0 24.0 4.0 2.0 30.0 1.0
201506G002170 1.0 52.0 11.0 3.0 30.0 1.0
201506G002275 1.0 42.0 12.0 3.0 30.0 1.0
201506G002275 1.0 32.0 11.0 3.0 30.0 1.0
201506G002277 1.0 31.0 2.0 3.0 30.0 2.0
201506G002277 2.0 23.0 -1.0 3.0 30.0 2.0
201506G002278 1.0 21.0 2.0 3.0 30.0 1.0
201506G002278 1.0 21.0 2.0 3.0 30.0 1.0
201506G002278 1.0 21.0 2.0 3.0 30.0 1.0
201506G002278 1.0 21.0 2.0 3.0 30.0 1.0
201506G002284 1.0 30.0 7.0 2.0 30.0 1.0
201506G002284 1.0 38.0 12.0 2.0 30.0 1.0
201506G002284 1.0 43.0 10.0 2.0 30.0 1.0
201506G002293 1.0 33.0 11.0 3.0 30.0 1.0
201506G002293 1.0 23.0 8.0 3.0 30.0 1.0
201506G002293 1.0 23.0 8.0 3.0 30.0 1.0
201506G002293 1.0 40.0 13.0 3.0 30.0 1.0
201506G002293 1.0 40.0 13.0 3.0 30.0 1.0
201506G002293 1.0 40.0 13.0 3.0 30.0 1.0
201506G002293 1.0 31.0 9.0 3.0 30.0 1.0
201506G002293 1.0 31.0 9.0 3.0 30.0 1.0
201506G002306 1.0 75.0 17.0 3.0 40.0 1.0
201506G002334 1.0 44.0 1.0 3.0 30.0 1.0
201506G002334 2.0 30.0 -1.0 3.0 30.0 1.0
201506G002346 1.0 23.0 6.0 3.0 30.0 1.0
201506G002346 1.0 53.0 -1.0 3.0 30.0 1.0
201506G002394 1.0 37.0 13.0 3.0 30.0 1.0
201506G002394 1.0 21.0 -1.0 3.0 30.0 1.0
201506G002554 1.0 21.0 -1.0 2.0 30.0 1.0
201506G002554 1.0 28.0 -1.0 2.0 30.0 1.0
201506G002624 2.0 30.0 -1.0 3.0 30.0 1.0
201506G002624 1.0 50.0 -1.0 3.0 30.0 1.0
201506G002661 1.0 76.0 -1.0 2.0 30.0 1.0
201506G002683 1.0 19.0 14.0 3.0 30.0 1.0
201506G002683 1.0 19.0 14.0 3.0 30.0 1.0
201506G002683 1.0 48.0 8.0 3.0 30.0 1.0
201506G002683 1.0 48.0 8.0 3.0 30.0 1.0
201506G002683 1.0 48.0 8.0 3.0 30.0 1.0
201506G002683 1.0 47.0 3.0 3.0 30.0 1.0
201506G002715 1.0 17.0 -1.0 3.0 30.0 1.0
201506G002715 1.0 39.0 15.0 3.0 30.0 1.0
201506G002767 1.0 22.0 3.0 3.0 30.0 1.0
201506G002767 1.0 20.0 6.0 3.0 30.0 1.0
201506G002897 1.0 34.0 11.0 3.0 30.0 1.0
201506G002956 1.0 64.0 12.0 3.0 30.0 1.0
201506G002956 1.0 40.0 15.0 3.0 30.0 1.0
201506G003080 1.0 32.0 4.0 3.0 30.0 1.0
201506G003080 1.0 62.0 3.0 3.0 30.0 1.0
201506G003088 1.0 33.0 11.0 3.0 30.0 1.0
201506G003088 1.0 51.0 -1.0 3.0 30.0 1.0
201506G003096 2.0 33.0 12.0 3.0 30.0 1.0
201506G003096 1.0 80.0 12.0 3.0 30.0 1.0
201506G003097 1.0 30.0 4.0 3.0 20.0 1.0
201506G003097 1.0 50.0 14.0 3.0 20.0 1.0
201506G003097 1.0 50.0 14.0 3.0 20.0 1.0
201506G003097 1.0 50.0 14.0 3.0 20.0 1.0
201506G003108 1.0 24.0 5.0 3.0 30.0 1.0
201506G003108 1.0 34.0 -1.0 3.0 30.0 1.0
201506G003116 1.0 64.0 4.0 3.0 30.0 1.0
201506G003116 1.0 43.0 -1.0 3.0 30.0 1.0
201506G003116 1.0 24.0 -1.0 3.0 30.0 1.0
201506G003125 1.0 20.0 3.0 3.0 20.0 1.0
201506G003125 1.0 43.0 7.0 3.0 20.0 1.0
201506G003215 2.0 38.0 7.0 3.0 30.0 1.0
201506G003215 2.0 26.0 -1.0 3.0 30.0 1.0
201506G003215 2.0 53.0 2.0 3.0 30.0 1.0
201506G003533 3.0 -1.0 -1.0 3.0 20.0 1.0
201506G003535 2.0 47.0 2.0 3.0 30.0 1.0
201506G003535 1.0 47.0 -1.0 3.0 30.0 1.0
201506G003575 2.0 34.0 13.0 3.0 30.0 1.0
201506G003575 1.0 36.0 14.0 3.0 30.0 1.0
201506G003583 1.0 71.0 8.0 3.0 30.0 1.0
201506G003583 1.0 43.0 11.0 3.0 30.0 1.0
201506G003583 1.0 43.0 11.0 3.0 30.0 1.0
201506G003616 1.0 20.0 4.0 3.0 30.0 1.0
201506G003616 2.0 40.0 6.0 3.0 30.0 1.0
201506G003630 1.0 30.0 14.0 3.0 30.0 1.0
201506G003630 1.0 43.0 6.0 3.0 30.0 1.0
201506G003632 1.0 20.0 3.0 3.0 30.0 1.0
201506G003632 1.0 35.0 5.0 3.0 30.0 1.0
201506G003704 2.0 43.0 5.0 3.0 30.0 1.0
201506G003704 2.0 43.0 5.0 3.0 30.0 1.0
201506G003704 1.0 21.0 11.0 3.0 30.0 1.0
201506G003769 1.0 28.0 13.0 3.0 30.0 2.0
201506G003769 1.0 18.0 -1.0 3.0 30.0 2.0
201506G003770 1.0 78.0 7.0 3.0 30.0 1.0
201506G003814 1.0 22.0 10.0 3.0 30.0 1.0
201506G003814 1.0 53.0 11.0 3.0 30.0 1.0
201506G003816 2.0 37.0 3.0 3.0 30.0 1.0
201506G003816 2.0 43.0 16.0 3.0 30.0 1.0
201506G003816 2.0 30.0 -1.0 3.0 30.0 1.0
201506G003844 2.0 24.0 7.0 3.0 30.0 2.0
201506G003844 1.0 25.0 6.0 3.0 30.0 2.0
201506G003858 3.0 -1.0 -1.0 3.0 30.0 1.0
201506G003858 1.0 23.0 8.0 3.0 30.0 1.0
201506G003866 2.0 35.0 13.0 3.0 30.0 1.0
201506G003866 1.0 42.0 7.0 3.0 30.0 1.0
201506G003866 1.0 59.0 14.0 3.0 30.0 1.0
201506G003924 2.0 27.0 2.0 3.0 20.0 1.0
201506G003924 1.0 51.0 6.0 3.0 20.0 1.0
201506G003965 1.0 59.0 9.0 2.0 30.0 1.0
201506G003965 1.0 33.0 2.0 2.0 30.0 1.0
201506G004050 2.0 46.0 11.0 3.0 20.0 1.0
201506G004217 2.0 48.0 2.0 3.0 30.0 1.0
201506G004287 1.0 22.0 -1.0 3.0 30.0 2.0
201506G004287 2.0 26.0 7.0 3.0 30.0 2.0
201506G004371 1.0 21.0 9.0 3.0 30.0 1.0
201506G004371 1.0 21.0 9.0 3.0 30.0 1.0
201506G004371 1.0 34.0 10.0 3.0 30.0 1.0
201506G004383 1.0 33.0 -1.0 3.0 40.0 1.0
201506G004383 1.0 24.0 8.0 3.0 40.0 1.0
201506G004383 1.0 24.0 8.0 3.0 40.0 1.0
201506G004449 1.0 17.0 -1.0 3.0 30.0 1.0
201506G004449 1.0 25.0 11.0 3.0 30.0 1.0
201506G004468 1.0 44.0 4.0 2.0 30.0 1.0
201506G004553 1.0 27.0 8.0 3.0 30.0 1.0
201506G004553 1.0 36.0 5.0 3.0 30.0 1.0
201506G004553 1.0 36.0 5.0 3.0 30.0 1.0
201506G004611 1.0 19.0 10.0 3.0 30.0 1.0
201506G004611 1.0 60.0 12.0 3.0 30.0 1.0
201506G004611 1.0 60.0 12.0 3.0 30.0 1.0
201506G004611 1.0 60.0 12.0 3.0 30.0 1.0
201506G004654 2.0 77.0 17.0 3.0 30.0 1.0
201506G004654 1.0 67.0 12.0 3.0 30.0 1.0
201506G004710 1.0 25.0 12.0 2.0 30.0 1.0
201506G004710 2.0 43.0 11.0 2.0 30.0 1.0
201506G004716 2.0 33.0 9.0 3.0 40.0 1.0
201506G004716 2.0 42.0 11.0 3.0 40.0 1.0
201506G004736 1.0 30.0 -1.0 2.0 30.0 1.0
201506G004775 1.0 22.0 3.0 2.0 30.0 2.0
201506G004775 2.0 31.0 6.0 2.0 30.0 2.0
201506G004860 1.0 68.0 6.0 3.0 30.0 1.0
201506G004860 2.0 43.0 10.0 3.0 30.0 1.0
201506G004860 1.0 75.0 -1.0 3.0 30.0 1.0
201506G004863 1.0 30.0 -1.0 2.0 30.0 2.0
201506G004863 1.0 19.0 -1.0 2.0 30.0 2.0
201506G004957 2.0 27.0 12.0 3.0 30.0 1.0
201506G005005 1.0 26.0 16.0 2.0 30.0 1.0
201506G005005 1.0 21.0 4.0 2.0 30.0 1.0
201506G005005 1.0 21.0 4.0 2.0 30.0 1.0
201506G005005 2.0 40.0 4.0 2.0 30.0 1.0
201506G005005 2.0 40.0 4.0 2.0 30.0 1.0
201506G005005 2.0 49.0 8.0 2.0 30.0 1.0
201506G005005 2.0 45.0 5.0 2.0 30.0 1.0
201506G005122 1.0 18.0 8.0 3.0 30.0 1.0
201506G005122 1.0 68.0 9.0 3.0 30.0 1.0
201506G005168 1.0 29.0 -1.0 3.0 30.0 1.0
201506G005168 2.0 42.0 5.0 3.0 30.0 1.0
201506G005203 1.0 28.0 13.0 2.0 30.0 1.0
201506G005203 1.0 67.0 1.0 2.0 30.0 1.0
201506G005368 2.0 30.0 -1.0 3.0 30.0 2.0
201506G005368 2.0 36.0 5.0 3.0 30.0 2.0
201506G005505 1.0 35.0 4.0 3.0 30.0 1.0
201506G005505 1.0 31.0 8.0 3.0 30.0 1.0
201506G005558 2.0 43.0 5.0 3.0 30.0 1.0
201506G005558 2.0 38.0 5.0 3.0 30.0 1.0
201506G005701 2.0 30.0 5.0 3.0 30.0 2.0
201506G005701 2.0 30.0 5.0 3.0 30.0 2.0
201506G005701 2.0 30.0 1.0 3.0 30.0 2.0
201506G005960 1.0 31.0 11.0 3.0 30.0 1.0
201506G005960 1.0 31.0 11.0 3.0 30.0 1.0
201506G005960 1.0 25.0 11.0 3.0 30.0 1.0
201506G006015 3.0 -1.0 -1.0 2.0 30.0 1.0
201506G006015 2.0 44.0 6.0 2.0 30.0 1.0
201506G006015 1.0 47.0 7.0 2.0 30.0 1.0
201506G006084 1.0 53.0 12.0 3.0 30.0 1.0
201506G006084 1.0 53.0 12.0 3.0 30.0 1.0
201506G006084 1.0 22.0 14.0 3.0 30.0 1.0
201506G006114 1.0 30.0 14.0 2.0 30.0 1.0
201506G006114 1.0 22.0 10.0 2.0 30.0 1.0
201506G006186 1.0 40.0 3.0 3.0 30.0 1.0
201506G006193 1.0 11.0 -1.0 2.0 30.0 1.0
201506G006193 1.0 71.0 16.0 2.0 30.0 1.0
201506G006212 2.0 80.0 -1.0 2.0 30.0 1.0
201506G006303 3.0 -1.0 -1.0 2.0 30.0 2.0
201506G006324 1.0 19.0 5.0 3.0 30.0 1.0
201506G006324 1.0 51.0 8.0 3.0 30.0 1.0
201506G006464 1.0 23.0 16.0 3.0 30.0 1.0
201506G006464 1.0 80.0 10.0 3.0 30.0 1.0
201506G006464 1.0 40.0 9.0 3.0 30.0 1.0
201506G006563 1.0 23.0 8.0 3.0 30.0 1.0
201506G006563 3.0 -1.0 12.0 3.0 30.0 1.0
201506G006575 1.0 22.0 -1.0 2.0 30.0 1.0
201506G006575 1.0 65.0 5.0 2.0 30.0 1.0
201506G006589 2.0 31.0 -1.0 3.0 30.0 1.0
201506G006589 1.0 24.0 -1.0 3.0 30.0 1.0
201506G006592 1.0 37.0 1.0 2.0 40.0 1.0
201506G006638 2.0 50.0 8.0 2.0 20.0 1.0
201506G006643 2.0 31.0 2.0 3.0 30.0 1.0
201506G006651 1.0 53.0 10.0 3.0 30.0 1.0
201506G006651 1.0 51.0 -1.0 3.0 30.0 1.0
201506G006660 1.0 45.0 11.0 3.0 30.0 1.0
201506G006660 1.0 29.0 1.0 3.0 30.0 1.0
201506G006678 3.0 -1.0 11.0 3.0 20.0 1.0
201506G006678 1.0 21.0 1.0 3.0 20.0 1.0
201506G006683 1.0 46.0 1.0 3.0 30.0 1.0
201506G006683 1.0 42.0 7.0 3.0 30.0 1.0
201506G006798 1.0 23.0 -1.0 2.0 30.0 1.0
201506G006798 2.0 76.0 1.0 2.0 30.0 1.0
201506G006813 1.0 39.0 -1.0 3.0 30.0 1.0
201506G006813 1.0 23.0 10.0 3.0 30.0 1.0
201506G006818 1.0 70.0 -1.0 3.0 30.0 2.0
201506G006818 2.0 46.0 11.0 3.0 30.0 2.0
201506G006827 1.0 45.0 10.0 3.0 20.0 1.0
201506G006846 1.0 71.0 2.0 3.0 30.0 1.0
201506G006861 1.0 28.0 12.0 2.0 40.0 1.0
201506G006861 1.0 32.0 8.0 2.0 40.0 1.0
201506G006901 1.0 59.0 -1.0 3.0 30.0 1.0
201506G006901 1.0 59.0 -1.0 3.0 30.0 1.0
201506G006901 1.0 41.0 11.0 3.0 30.0 1.0
201506G006901 1.0 51.0 -1.0 3.0 30.0 1.0
201506G006901 1.0 51.0 -1.0 3.0 30.0 1.0
201506G006904 2.0 28.0 7.0 2.0 20.0 1.0
201506G006911 1.0 24.0 2.0 3.0 30.0 1.0
201506G006911 1.0 65.0 1.0 3.0 30.0 1.0
201506G007166 3.0 -1.0 19.0 3.0 20.0 1.0
201506G007166 1.0 47.0 14.0 3.0 20.0 1.0
201506G007166 1.0 47.0 14.0 3.0 20.0 1.0
201506G007166 1.0 47.0 14.0 3.0 20.0 1.0
201506G007196 3.0 -1.0 -1.0 2.0 40.0 2.0
201506G007196 2.0 30.0 -1.0 2.0 40.0 2.0
201506G007196 2.0 30.0 -1.0 2.0 40.0 2.0
201506G007253 1.0 51.0 14.0 3.0 30.0 1.0
201506G007400 1.0 32.0 3.0 3.0 30.0 1.0
201506G007400 2.0 45.0 -1.0 3.0 30.0 1.0
201506G007457 1.0 55.0 14.0 2.0 30.0 1.0
201506G007685 1.0 27.0 -1.0 3.0 30.0 2.0
201506G007685 1.0 22.0 7.0 3.0 30.0 2.0
201506G007747 1.0 73.0 14.0 3.0 30.0 1.0
201506G007855 2.0 52.0 19.0 3.0 30.0 1.0
201506G007855 2.0 52.0 19.0 3.0 30.0 1.0
201506G007924 1.0 64.0 -1.0 2.0 20.0 1.0
201506G007924 3.0 -1.0 12.0 2.0 20.0 1.0
201506G008093 2.0 46.0 13.0 2.0 30.0 1.0
201506G008093 1.0 38.0 2.0 2.0 30.0 1.0
201506G008143 1.0 24.0 7.0 3.0 30.0 1.0
201506G008143 2.0 33.0 12.0 3.0 30.0 1.0
201506G008143 2.0 33.0 12.0 3.0 30.0 1.0
201506G008143 2.0 32.0 8.0 3.0 30.0 1.0
201506G008172 1.0 35.0 16.0 3.0 30.0 1.0
201506G008172 1.0 35.0 16.0 3.0 30.0 1.0
201506G008172 1.0 58.0 5.0 3.0 30.0 1.0
201506G008177 1.0 30.0 9.0 3.0 30.0 1.0
201506G008177 1.0 16.0 -1.0 3.0 30.0 1.0
201506G008271 1.0 36.0 8.0 3.0 30.0 1.0
201506G008271 1.0 46.0 9.0 3.0 30.0 1.0
201506G008276 2.0 26.0 10.0 2.0 30.0 1.0
201506G008276 1.0 21.0 -1.0 2.0 30.0 1.0
201506G008323 1.0 30.0 14.0 3.0 30.0 2.0
201506G008323 1.0 30.0 14.0 3.0 30.0 2.0
201506G008548 1.0 76.0 6.0 3.0 30.0 2.0
201506G008548 1.0 22.0 1.0 3.0 30.0 2.0
201506G008595 2.0 37.0 2.0 3.0 30.0 1.0
201506G008595 1.0 46.0 8.0 3.0 30.0 1.0
201506G008887 2.0 21.0 -1.0 2.0 30.0 1.0
201506G008902 1.0 30.0 13.0 3.0 30.0 1.0
201506G008902 1.0 34.0 16.0 3.0 30.0 1.0
201506G008997 1.0 44.0 1.0 3.0 30.0 1.0
201506G008997 1.0 47.0 11.0 3.0 30.0 1.0
201506G009093 2.0 64.0 -1.0 1.0 30.0 1.0
201506G009214 1.0 50.0 3.0 3.0 30.0 1.0
201506G009214 1.0 53.0 -1.0 3.0 30.0 1.0
201506G009214 1.0 45.0 8.0 3.0 30.0 1.0
201506G009229 1.0 30.0 12.0 2.0 20.0 1.0
201506G009279 2.0 18.0 2.0 3.0 30.0 1.0
201506G009279 3.0 -1.0 11.0 3.0 30.0 1.0
201506G009279 3.0 -1.0 18.0 3.0 30.0 1.0
201506G009363 1.0 47.0 13.0 3.0 30.0 1.0
201506G009582 1.0 35.0 21.0 3.0 20.0 2.0
201506G009582 1.0 70.0 12.0 3.0 20.0 2.0
201506G009813 2.0 19.0 7.0 3.0 40.0 1.0
201506G009813 1.0 44.0 7.0 3.0 40.0 1.0
201506G009915 3.0 34.0 13.0 3.0 20.0 1.0
201506G009915 1.0 53.0 10.0 3.0 20.0 1.0
201506G010236 1.0 25.0 2.0 3.0 30.0 1.0
201506G010451 1.0 32.0 16.0 2.0 20.0 1.0
201506G010451 1.0 15.0 -1.0 2.0 20.0 1.0
201506G010452 1.0 30.0 13.0 3.0 30.0 2.0
201506G010452 1.0 46.0 6.0 3.0 30.0 2.0
201506G010455 1.0 34.0 15.0 3.0 30.0 1.0
201506G010455 1.0 49.0 -1.0 3.0 30.0 1.0
201506G095695 1.0 74.0 3.0 2.0 30.0 1.0
201506G095695 1.0 54.0 -1.0 2.0 30.0 1.0
201506G096048 1.0 24.0 28.0 3.0 30.0 1.0
201506G096048 1.0 38.0 12.0 3.0 30.0 1.0
201506G096273 2.0 33.0 8.0 3.0 40.0 2.0
201506G096273 2.0 25.0 6.0 3.0 40.0 2.0
201506G096273 2.0 25.0 6.0 3.0 40.0 2.0
201506G096273 2.0 25.0 6.0 3.0 40.0 2.0
201506G096332 1.0 63.0 4.0 3.0 30.0 1.0
201506G096332 1.0 50.0 2.0 3.0 30.0 1.0
201506G096498 1.0 30.0 -1.0 3.0 40.0 2.0
201506G096498 1.0 38.0 32.0 3.0 40.0 2.0
201506G096499 1.0 30.0 -1.0 2.0 30.0 2.0
201506G096499 2.0 57.0 8.0 2.0 30.0 2.0
201506G096576 1.0 21.0 -1.0 2.0 30.0 1.0
201506G096576 1.0 21.0 5.0 2.0 30.0 1.0
201506G096602 2.0 47.0 1.0 2.0 30.0 1.0
201506G096654 2.0 27.0 10.0 3.0 30.0 1.0
201506G096654 2.0 31.0 -1.0 3.0 30.0 1.0
201506G096654 1.0 26.0 -1.0 3.0 30.0 1.0
201506G096713 3.0 -1.0 1.0 3.0 30.0 1.0
201506G096713 1.0 56.0 14.0 3.0 30.0 1.0
201506G096737 1.0 50.0 -1.0 3.0 30.0 2.0
201506G096737 2.0 34.0 7.0 3.0 30.0 2.0
201506G096776 1.0 47.0 12.0 3.0 30.0 1.0
201506G096776 1.0 44.0 2.0 3.0 30.0 1.0
201506G096776 1.0 44.0 2.0 3.0 30.0 1.0
201506G097087 1.0 62.0 13.0 3.0 30.0 1.0
201506G097190 2.0 27.0 9.0 3.0 30.0 1.0
201506G097190 1.0 37.0 8.0 3.0 30.0 1.0
201506G097190 3.0 32.0 9.0 3.0 30.0 1.0
201506G097226 2.0 53.0 2.0 3.0 30.0 1.0
201506G097226 1.0 24.0 16.0 3.0 30.0 1.0
201506G097242 2.0 44.0 11.0 3.0 30.0 1.0
201506G097242 2.0 18.0 7.0 3.0 30.0 1.0
201506G097242 2.0 18.0 7.0 3.0 30.0 1.0
201506G097270 1.0 43.0 18.0 3.0 30.0 1.0
201506G097270 1.0 16.0 11.0 3.0 30.0 1.0
201506G097304 1.0 69.0 -1.0 3.0 20.0 1.0
201506G097304 2.0 51.0 11.0 3.0 20.0 1.0
201506G097304 2.0 51.0 11.0 3.0 20.0 1.0
201506G097337 1.0 20.0 2.0 3.0 40.0 1.0
201506G097337 2.0 44.0 9.0 3.0 40.0 1.0
201506G097382 1.0 31.0 -1.0 3.0 30.0 1.0
201506G097382 2.0 34.0 5.0 3.0 30.0 1.0
201506G097443 1.0 40.0 -1.0 3.0 30.0 1.0
201506G097443 2.0 26.0 8.0 3.0 30.0 1.0
201506G097444 1.0 57.0 -1.0 3.0 30.0 1.0
201506G097444 1.0 25.0 8.0 3.0 30.0 1.0
201506G097444 1.0 25.0 8.0 3.0 30.0 1.0
201506G097497 1.0 16.0 -1.0 3.0 30.0 1.0
201506G097497 1.0 30.0 -1.0 3.0 30.0 1.0
201506G097523 1.0 19.0 4.0 3.0 30.0 1.0
201506G097523 1.0 44.0 -1.0 3.0 30.0 1.0
201506G097541 1.0 19.0 -1.0 3.0 30.0 1.0
201506G097541 3.0 -1.0 -1.0 3.0 30.0 1.0
201506G097541 3.0 -1.0 7.0 3.0 30.0 1.0
201506G097541 3.0 -1.0 8.0 3.0 30.0 1.0
201506G097550 1.0 30.0 1.0 3.0 30.0 1.0
201506G097550 1.0 30.0 -1.0 3.0 30.0 1.0
201506G097552 1.0 64.0 10.0 3.0 30.0 1.0
201506G097552 1.0 37.0 16.0 3.0 30.0 1.0
201506G097765 2.0 61.0 5.0 3.0 30.0 1.0
201506G097765 1.0 26.0 -1.0 3.0 30.0 1.0
